split,subject,protocol,tau,gated,coverage,selective_risk,n_windows
cross-session/s01/d05_t01,s01,cross-session,0.75,True,0.8371493778988441,0.056107642247823414,13583
cross-session/s01/d05_t01,s01,cross-session,0.8,True,0.7922403003754693,0.04609237059752811,13583
cross-session/s01/d05_t01,s01,cross-session,0.85,True,0.7401899433114923,0.03680127312512433,13583
cross-session/s01/d05_t01,s01,cross-session,0.9,True,0.6695869837296621,0.027047828477185266,13583
cross-session/s01/d05_t01,s01,cross-session,0.95,True,0.5511300890819406,0.016564253272775848,13583
cross-session/s01/d05_t01,s01,cross-session,0.99,True,0.3009644408451741,0.005626223091976516,13583
cross-session/s01/d05_t02,s01,cross-session,0.5,False,1.0,0.08233049603756971,13628
cross-session/s01/d05_t02,s01,cross-session,0.55,True,0.9803346052245377,0.0751497005988024,13628
cross-session/s01/d05_t02,s01,cross-session,0.6,True,0.9598620487232169,0.06803761180337894,13628
cross-session/s01/d05_t02,s01,cross-session,0.65,True,0.9379219254476079,0.060006258801439526,13628
cross-session/s01/d05_t02,s01,cross-session,0.7,True,0.9156149104784268,0.05377464337233531,13628
cross-session/s01/d05_t02,s01,cross-session,0.75,True,0.8891253302025243,0.04679376083188908,13628
cross-session/s01/d05_t02,s01,cross-session,0.8,True,0.8605077781039038,0.03999317813592564,13628
cross-session/s01/d05_t02,s01,cross-session,0.85,True,0.8208100968594071,0.03271947076703022,13628
cross-session/s01/d05_t02,s01,cross-session,0.9,True,0.767830936307602,0.02551605504587156,13628
cross-session/s01/d05_t02,s01,cross-session,0.95,True,0.6689903140592897,0.01886585499616102,13628
cross-session/s01/d05_t02,s01,cross-session,0.99,True,0.3997651893161139,0.011563876651982379,13628
cross-session/s02/d01_t02,s02,cross-session,0.5,False,1.0,0.07352400558782443,13601
cross-session/s02/d01_t02,s02,cross-session,0.55,True,0.987868539078009,0.06839833283715392,13601
cross-session/s02/d01_t02,s02,cross-session,0.6,True,0.9743401220498493,0.06338665861756716,13601
cross-session/s02/d01_t02,s02,cross-session,0.65,True,0.9613263730608044,0.05904397705544933,13601
cross-session/s02/d01_t02,s02,cross-session,0.7,True,0.9475773840158812,0.05454686530105524,13601
cross-session/s02/d01_t02,s02,cross-session,0.75,True,0.9314756267921477,0.04885942063304128,13601
cross-session/s02/d01_t02,s02,cross-session,0.8,True,0.9125799573560768,0.04358685143409603,13601
cross-session/s02/d01_t02,s02,cross-session,0.85,True,0.8889052275567972,0.03887510339123242,13601
cross-session/s02/d01_t02,s02,cross-session,0.9,True,0.8549371369752224,0.033625730994152045,13601
cross-session/s02/d01_t02,s02,cross-session,0.95,True,0.7924417322255717,0.026999443310447208,13601
cross-session/s02/d01_t02,s02,cross-session,0.99,True,0.5987059775016543,0.01633304678865283,13601
cross-session/s02/d02_t01,s02,cross-session,0.5,False,1.0,0.10340266039538473,13607
cross-session/s02/d02_t01,s02,cross-session,0.55,True,0.9814801205261997,0.09621864470235866,13607
cross-session/s02/d02_t01,s02,cross-session,0.6,True,0.9621518336150511,0.0895203177512985,13607
cross-session/s02/d02_t01,s02,cross-session,0.65,True,0.9415741897552731,0.08289103965032782,13607
cross-session/s02/d02_t01,s02,cross-session,0.7,True,0.9168075255383259,0.07559118236472946,13607
cross-session/s02/d02_t01,s02,cross-session,0.75,True,0.8896156390093334,0.06939281288723669,13607
cross-session/s02/d02_t01,s02,cross-session,0.8,True,0.8563974424928346,0.06118596069681627,13607
cross-session/s02/d02_t01,s02,cross-session,0.85,True,0.8140662894098626,0.05344407330504649,13607
cross-session/s02/d02_t01,s02,cross-session,0.9,True,0.7543176306312928,0.04267342166796571,13607
cross-session/s02/d02_t01,s02,cross-session,0.95,True,0.6551039905930771,0.030738164684765538,13607
cross-session/s02/d02_t01,s02,cross-session,0.99,True,0.40905416329830235,0.009881422924901186,13607
cross-session/s02/d02_t02,s02,cross-session,0.5,False,1.0,0.39867279224093927,1959
cross-session/s02/d02_t02,s02,cross-session,0.55,True,0.922409392547218,0.39125622578859987,1959
cross-session/s02/d02_t02,s02,cross-session,0.6,True,0.8361408882082695,0.3766788766788767,1959
cross-session/s02/d02_t02,s02,cross-session,0.65,True,0.7585502807554875,0.3674293405114401,1959
cross-session/s02/d02_t02,s02,cross-session,0.7,True,0.6794282797345584,0.3538692712246431,1959
cross-session/s02/d02_t02,s02,cross-session,0.75,True,0.5906074527820316,0.32843560933448573,1959
cross-session/s02/d02_t02,s02,cross-session,0.8,True,0.50944359367024,0.29759519038076154,1959
cross-session/s02/d02_t02,s02,cross-session,0.85,True,0.4155181214905564,0.2641277641277641,1959
cross-session/s02/d02_t02,s02,cross-session,0.9,True,0.30883103624298114,0.20330578512396694,1959
cross-session/s02/d02_t02,s02,cross-session,0.95,True,0.2057172026544155,0.10918114143920596,1959
cross-session/s02/d02_t02,s02,cross-session,0.99,True,0.1138335885655947,0.03139013452914798,1959
cross-session/s02/d03_t01,s02,cross-session,0.5,False,1.0,0.08042444200512258,13665
cross-session/s02/d03_t01,s02,cross-session,0.55,True,0.982070984266374,0.07429210134128167,13665
cross-session/s02/d03_t01,s02,cross-session,0.6,True,0.9634101719721917,0.06767945309532852,13665
cross-session/s02/d03_t01,s02,cross-session,0.65,True,0.9424807903402854,0.061495457721872815,13665
cross-session/s02/d03_t01,s02,cross-session,0.7,True,0.9236004390779363,0.056017748197448695,13665
cross-session/s02/d03_t01,s02,cross-session,0.75,True,0.8987193560190267,0.05097304779741063,13665
cross-session/s02/d03_t01,s02,cross-session,0.8,True,0.868715697036224,0.04624715693707354,13665
cross-session/s02/d03_t01,s02,cross-session,0.85,True,0.8259787778997438,0.038362718171347565,13665
cross-session/s02/d03_t01,s02,cross-session,0.9,True,0.762971094035858,0.03117206982543641,13665
cross-session/s02/d03_t01,s02,cross-session,0.95,True,0.6480790340285401,0.023148148148148147,13665
cross-session/s02/d03_t01,s02,cross-session,0.99,True,0.380534211489206,0.012307692307692308,13665
cross-session/s02/d03_t02,s02,cross-session,0.5,False,1.0,0.10112028301886793,13568
cross-session/s02/d03_t02,s02,cross-session,0.55,True,0.980247641509434,0.09210526315789473,13568
cross-session/s02/d03_t02,s02,cross-session,0.6,True,0.9564416273584906,0.08384064113431455,13568
cross-session/s02/d03_t02,s02,cross-session,0.65,True,0.9337411556603774,0.07569658220854053,13568
cross-session/s02/d03_t02,s02,cross-session,0.7,True,0.9107458726415094,0.06919155134741442,13568
cross-session/s02/d03_t02,s02,cross-session,0.75,True,0.8864239386792453,0.06211025193315041,13568
cross-session/s02/d03_t02,s02,cross-session,0.8,True,0.8573850235849056,0.055273790079944984,13568
cross-session/s02/d03_t02,s02,cross-session,0.85,True,0.8236291273584906,0.046532438478747204,13568
cross-session/s02/d03_t02,s02,cross-session,0.9,True,0.7774911556603774,0.03763389894776756,13568
cross-session/s02/d03_t02,s02,cross-session,0.95,True,0.6913325471698113,0.025906183368869937,13568
cross-session/s02/d03_t02,s02,cross-session,0.99,True,0.46403301886792453,0.005241423125794155,13568
cross-session/s02/d04_t01,s02,cross-session,0.5,False,1.0,0.07869044997430816,13623
cross-session/s02/d04_t01,s02,cross-session,0.55,True,0.9865668354987888,0.0730654761904762,13623
cross-session/s02/d04_t01,s02,cross-session,0.6,True,0.9721059972105998,0.06652571169674545,13623
cross-session/s02/d04_t01,s02,cross-session,0.65,True,0.9581589958158996,0.062361143032253125,13623
cross-session/s02/d04_t01,s02,cross-session,0.7,True,0.9436981575277105,0.05794959551960174,13623
cross-session/s02/d04_t01,s02,cross-session,0.75,True,0.9264479189605813,0.05268996117581808,13623
cross-session/s02/d04_t01,s02,cross-session,0.8,True,0.905674227409528,0.04773869346733668,13623
cross-session/s02/d04_t01,s02,cross-session,0.85,True,0.8782206562431183,0.04187562688064193,13623
cross-session/s02/d04_t01,s02,cross-session,0.9,True,0.8405637524774279,0.035892061828661254,13623
cross-session/s02/d04_t01,s02,cross-session,0.95,True,0.7745724142993466,0.027956785443517818,13623
cross-session/s02/d04_t01,s02,cross-session,0.99,True,0.5849666006019232,0.013803488518007279,13623
cross-session/s02/d04_t02,s02,cross-session,0.5,False,1.0,0.0713759575721862,13576
cross-session/s02/d04_t02,s02,cross-session,0.55,True,0.9821744254566883,0.06427178641067946,13576
cross-session/s02/d04_t02,s02,cross-session,0.6,True,0.9653064230995875,0.0576879053796261,13576
cross-session/s02/d04_t02,s02,cross-session,0.65,True,0.9475545079552151,0.051305970149253734,13576
cross-session/s02/d04_t02,s02,cross-session,0.7,True,0.929876252209782,0.04523130544993663,13576
cross-session/s02/d04_t02,s02,cross-session,0.75,True,0.9101355332940483,0.038847523470378766,13576
cross-session/s02/d04_t02,s02,cross-session,0.8,True,0.8890689451974072,0.03222866611433306,13576
cross-session/s02/d04_t02,s02,cross-session,0.85,True,0.8626252209781968,0.02672700879514986,13576
cross-session/s02/d04_t02,s02,cross-session,0.9,True,0.8293311726576311,0.0198063771205258,13576
cross-session/s02/d04_t02,s02,cross-session,0.95,True,0.7630377136122569,0.011777198571290665,13576
cross-session/s02/d04_t02,s02,cross-session,0.99,True,0.5704920447849146,0.0018076178179470626,13576
cross-session/s02/d05_t01,s02,cross-session,0.5,False,1.0,0.10416819819157538,13603
cross-session/s02/d05_t01,s02,cross-session,0.55,True,0.9811806219216349,0.09702554881246722,13603
cross-session/s02/d05_t01,s02,cross-session,0.6,True,0.9605234139528045,0.08969845400275524,13603
cross-session/s02/d05_t01,s02,cross-session,0.65,True,0.9385429684628391,0.08271324508498473,13603
cross-session/s02/d05_t01,s02,cross-session,0.7,True,0.9139895611262222,0.07608783077294297,13603
cross-session/s02/d05_t01,s02,cross-session,0.75,True,0.8885539954421818,0.06742781500785969,13603
cross-session/s02/d05_t01,s02,cross-session,0.8,True,0.8612070866720576,0.060776781903542465,13603
cross-session/s02/d05_t01,s02,cross-session,0.85,True,0.8230537381459972,0.05153626295105395,13603
cross-session/s02/d05_t01,s02,cross-session,0.9,True,0.7708593692567816,0.042723631508678236,13603
cross-session/s02/d05_t01,s02,cross-session,0.95,True,0.6827170477100639,0.028103801012167546,13603
cross-session/s02/d05_t01,s02,cross-session,0.99,True,0.4873924869514078,0.008446455505279034,13603
cross-session/s02/d05_t02,s02,cross-session,0.5,False,1.0,0.08036435759935356,13613
cross-session/s02/d05_t02,s02,cross-session,0.55,True,0.984279732608536,0.07343831629226062,13613
cross-session/s02/d05_t02,s02,cross-session,0.6,True,0.9681187100565636,0.06700053114803854,13613
cross-session/s02/d05_t02,s02,cross-session,0.65,True,0.9502681260559759,0.06099257884972171,13613
cross-session/s02/d05_t02,s02,cross-session,0.7,True,0.9323440828619701,0.05570438071225969,13613
cross-session/s02/d05_t02,s02,cross-session,0.75,True,0.9114082127378241,0.04940759248811155,13613
cross-session/s02/d05_t02,s02,cross-session,0.8,True,0.8906192610005143,0.04247773012207192,13613
cross-session/s02/d05_t02,s02,cross-session,0.85,True,0.8636597370160876,0.03606362167219529,13613
cross-session/s02/d05_t02,s02,cross-session,0.9,True,0.8261955483728789,0.02596247888325776,13613
cross-session/s02/d05_t02,s02,cross-session,0.95,True,0.7516344670535517,0.017396403440187648,13613
cross-session/s02/d05_t02,s02,cross-session,0.99,True,0.5276573863218982,0.0057079214812752336,13613
