session,fixed_fp,adaptive_fp,degraded
d01_t01,0.03,0.029333333333333333,False
d01_t02,0.12533333333333332,0.017333333333333333,False
d02_t01,0.020666666666666667,0.016,False
d02_t02,0.034666666666666665,0.008666666666666666,False
d03_t01,0.066,0.034,False
d03_t02,0.04066666666666666,0.03666666666666667,False
d04_t01,0.042,0.03266666666666666,True
d04_t02,0.05466666666666667,0.052,True
d05_t01,0.074,0.042666666666666665,False
d05_t02,0.029333333333333333,0.02666666666666667,False
